제목,시간,언론사,본문
[핫스탁]안랩·현대사료·오리콤(종합),2022-03-24 16:14,뉴시스,"기사내용 요약안랩, 안철수 국무총리 가능성에 급등락현대사료, 곡물가격 급등세에 4연상 마감오리콤, 박용만 일가 두산 블록딜에 상한가[서울=뉴시스] 인수위사진기자단 = 안철수 20대 대통령직인수위 위원장(오른쪽 두 번째)이 24일 오후 서울 종로구 통의동 인수위원회 대회의실에서 열린 제2차 코로나비상대응특별위원회에서 발언하고 있다. 2022.03.24. photo@newsis.com[서울=뉴시스] 이정필 기자 = ◇안랩= 24일 안랩은 전 거래일보다 17.52%(3만800원) 하락한 14만5000원에 장을 마감했다.장 초반에는 24.29% 급등한 21만8500원까지 치솟으면서 역대 최고가를 경신했다. 하지만 이후 하락세로 돌아서 17% 넘게 빠진 가격으로 거래를 마쳤다.안랩은 창업자이자 최대주주인 안철수 대통령직인수위원회 위원장이 지분 18.6%를 보유하고 있다.안 위원장이 윤석열 정부의 국무총리 후보군으로 거론되는 가운데 최근 외국인 매수세에 주가가 강세를 이어온 바 있다.안랩은 전날 상한가인 17만5800원을 기록한 데 이어 이날 장중 20만원을 처음 돌파하면서 상장 이후 최고가를 경신했다.안 위원장이 총리 자리에 오르면 보유한 안랩 주식을 금융기관에 백지신탁 해야 한다.업계에서는 주식 매각이나 적대적 인수합병(M&A) 가능성 등이 제기되고 있다.◇현대사료= 현대사료는 전날보다 30.00%(1만2300원) 오른 5만3300원에 거래를 마쳤다.애그플레이션 우려와 두올물산의 인수 등이 겹치며 4연상(4거래일 상한가)을 기록했다.최근 러시아와 우크라이나 전쟁이 예상보다 장기화 국면에 접어들며 곡물 가격이 상승하는 '애그플레이션(agflation)' 우려가 높아지고 있다. 곡물의 주요 생산지인 양국의 전쟁으로 소맥과 옥수수 등 곡물 수출에 비상이 걸리면서 이들 가격이 급등하는 애그플레이션 가능성이 제기된다.조상훈 신한금융투자 연구원은 ""최근 러시아는 6월 말까지 밀과 보리, 옥수수 등 주요 곡물에 대한 수출을 중단키로 결정했다""며 ""이달 들어 주요 곡물은 모두 급등세를 보이고 있다. 올초 대비 옥수수와 소맥, 대두, 원당의 상승률은 각각 21.6%, 45.6%, 22.1%, 0.4%에 달한다""고 설명했다.카나리아바이오(옛 두올물산)이 현대사료를 인수한 것도 상승세에 영향을 미치고 있다. 현대사료는 최대주주가 카나리오바이오 외 2조합으로 변경될 예정이다. 기존 최대주주인 문현욱 외 2인 및 기타주주가 보유주식 437만1093주(71.07%)를 카나리아바이오, 와이드필드조합, 하이라이드컨소시엄1호조합에게 양도하는 계약을 체결한 데 따른 것이다.양수도 대금은 총 1000억원 규모로 최대주주 변경 예정일은 오는 5월4일이다. 거래 종결 이후 최대주주 측 지분율은 카나리아바이오 49.75%, 와이드필드조합 14.21% 등 총 63.96%다.◇오리콤= 오리콤은 전날보다 29.95%(1860원) 오른 8070원에 거래를 마감했다.박용만 전 두산그룹 회장 일가가 보유한 두산 지분을 전량 처분한 것이 영향을 미친 것으로 풀이된다. 오리콤은 박 전 회장 아들인 박서원씨가 부사장을 지낸 회사다.두산은 박용만 전 두산그룹 회장과 두 아들인 박서원, 박재원씨가 전일 시간외매매를 통해 보유한 자사주 129만6163주, 지분 7.84% 전량을 처분했다고 이날 공시했다.이에 최대주주 등의 소유주식은 지분은 44.64%에서 38.58%로 내려갔다.이 같은 여파로 두산은 이날 5.13%(6000원) 내린 11만1000원에 거래를 마쳤다."
"NH농협생명, 후순위채 수요예측서 3배 이상 자금 몰려",2022-03-24 16:14,헤럴드경제,3000억 모집에 9110억 받아[헤럴드경제=이호 기자] NH농협생명이 후순위채 수요예측서 모집물량의 3배 이상을 받아내며 흥행에 성공했다.24일 투자은행(IB) 업계에 따르면 NH농협생명은 5년 콜옵션을 기준으로 3000억원 모집에 9110억원을 받았다.농협생명은 4~4.5%의 금리밴드를 제시해 3000억원 기준으로 4.18%에 모집물량을 채웠다. 6000억원까지 4.35%에 자금이 몰리기도 했다.이달 31일 후순위채를 발행할 예정인 농협생명은 최대 6000억원의 증액발행을 고려하고 있다.
"삼일기업공사, 형태경 동성엔지니어링 부회장 신규사외이사 선임",2022-03-24 16:14,이데일리,[이데일리 김인경 기자] 삼일기업공사(002290)는 형태경 동성엔지니어링 부회장을 신규사외이사로 선임했다고 24일 공시했다.
"네오위즈홀딩스, 배태근 대표이사 신규 선임",2022-03-24 16:13,아시아경제,네오위즈홀딩스는 문지수 공동 대표이사 임기만료 퇴임으로 배태근 대표이사를 신규 선임하면서 김승철배태근 공동대표가 됐다고 24일 공시했다.
"코스피, 유가 부담·미 증시 하락에 0.20% 내린 2,720대(종합)",2022-03-24 16:13,연합뉴스,"외인·기관 '팔자'…코스닥지수는 막판 상승 전환 930대코스피 0.20% 하락 마감(서울=연합뉴스) 이지은 기자 = 24일 오후 서울 중구 하나은행 본점 딜링룸에서 직원들이 업무를 보고 있다. 이날 코스피는 전날보다 5.39포인트(0.20%) 내린 2,729.66에, 코스닥지수는 1.18포인트(0.13%) 오른 931.75에 장을 마쳤다. 원/달러 환율은 5.0원 오른 1,218.8원에 마감했다. 2022.3.24 jieunlee@yna.co.kr(서울=연합뉴스) 이미령 기자 = 코스피가 24일 사흘 만에 하락했다.이날 코스피는 전날보다 5.39포인트(0.20%) 내린 2,729.66에 장을 마쳤다.지수는 전장보다 18.80포인트(0.69%) 내린 2,716.25에 개장해 오전 한때 2,705.14까지 내리는 등 오전 내내 약세 흐름을 보였으나 오후 들어 점차 낙폭을 줄여나갔다.유가증권시장에서 외국인과 기관이 각각 4천676억원, 2천233억원을 순매도했다.개인은 6천751억원어치 순매수해 이들의 매물을 받아내며 증시 하단을 지지했다.국제 유가 급등과 미국 연방준비제도(Fed·연준) 위원들의 잇따른 매파적(통화긴축적) 발언에 투자 심리가 위축됐다.흑해 지역 폭풍 피해로 러시아의 석유 수출이 차질을 빚을 수 있다는 소식에 23일(현지시간) 뉴욕상업거래소에서 5월물 서부텍사스산원유(WTI) 가격은 배럴당 114.93달러에 거래를 마쳤다. 유럽연합(EU)의 대러시아 원유 제재 동참 가능성도 유가 상승을 부추겼다.블라디미르 푸틴 러시아 대통령이 유럽 등 비우호 국가에 천연가스 대금을 루블화로만 받겠다고 밝히는 등 지정학적 갈등 지속도 부담으로 작용했다.간밤 뉴욕증시에서도 다우존스30산업평균지수(-1.29%)와 스탠더드앤드푸어스(S&P)500 지수(-1.23%) 등 주요 지수가 일제히 하락했다.이경민 대신증권 연구원은 ""대러시아 추가 제재 가능성 등 지정학적 갈등이 이어지는 가운데 국제 유가가 재차 110달러를 상회하고, 이로 인해 인플레이션 압력과 경기 둔화 우려가 가중되고 있다""며 ""연준 위원들의 매파적 발언 등 통화 정책 부담도 가세했다""고 진단했다.삼성전자는 1조3천억원 규모의 블록딜 여파에 0.99% 내린 6만9천800원에 마감했다.SK하이닉스(-2.43%), 네이버(-1.59%), 삼성바이오로직스(-1.32%), 카카오(-1.41%) 등도 약세를 보인 반면 LG에너지솔루션(0.25%), LG화학(4.53%), 삼성SDI(2.12%), 기아(0.42%) 등은 강세였다.롯데제과(5.17%)와 롯데푸드(5.81%)는 합병 소식에 동반 강세를 보였다.업종별로 은행(-1.18%), 서비스업(-0.88%), 의약품(-0.79%), 전기전자(-0.73%) 등은 하락했고 기계(1.54%), 의료정밀(1.23%), 운수창고(1.08%) 등은 상승했다.코스피 하락-코스닥 상승 마감(서울=연합뉴스) 이지은 기자 = 24일 오후 서울 중구 하나은행 본점 딜링룸에서 직원들이 업무를 보고 있다. 이날 코스피는 전날보다 5.39포인트(0.20%) 내린 2,729.66에, 코스닥지수는 1.18포인트(0.13%) 오른 931.75에 장을 마쳤다. 원/달러 환율은 5.0원 오른 1,218.8원에 마감했다. 2022.3.24 jieunlee@yna.co.kr코스닥지수는 전날보다 1.18포인트(0.13%) 오른 931.75에 마감했다.전장보다 4.28포인트(0.46%) 내린 926.29로 출발해 하락세를 이어가던 지수는 오후 들어 낙폭을 줄이더니 장 막판 상승 전환에 성공했다.코스닥시장에서도 외국인과 기관이 각각 800억원, 307억원어치 순매도했고 개인은 1천421억원 순매수했다.시총 상위권에서 셀트리온헬스케어(-1.07%), 에코프로비엠(-2.22%), 카카오게임즈(-6.96%), 셀트리온제약(-0.81%) 등이 내렸고 엘앤에프(0.15%), 위메이드(3.87%) 등은 올랐다.장 초반 한때 24.29% 급등해 장중 최고가를 경신했던 안랩은 17.52% 급락 마감했다.유가증권시장 거래대금은 11조4천793억원, 코스닥시장 거래대금은 10조8천975억원이었다.already@yna.co.kr"
"파멥신, 김항래 서울대 교수 신규 사외이사 선임",2022-03-24 16:13,이데일리,[이데일리 김인경 기자] 파멥신(208340)은 이동섭 사외이사가 일신상의 이유로 사임하면서 김항래 서울대 의과대 교수를 신규 사외이사로 선임했다고 24일 공시했다.
"권준학 농협은행장, 중소기업 현장방문…""애로사항 청취""",2022-03-24 16:13,서울경제,권준학(오른쪽) NH농협은행장이 23일 인천 남동공단 소재 금강철강에 방문해 안전모 100개를 전달한 뒤 하재우 금강철강 대표이사와 기념 촬영을 하고 있다. 사진 제공=농협은행[서울경제]NH농협은행은 권준학 행장이 지난 23일 인천 남동공단 소재 금속제품 도매업체 금강철강에 방문해 공장시설을 둘러본 뒤 기업현황과 애로사항을 청취했다고 24일 밝혔다. 권 행장은 “중소기업이 견실한 성장을 통해 지역사회 및 경제 발전에 든든한 버팀목이 될 수 있도록 맞춤형 금융지원을 강화하는 데 최선을 다 할 것”이라고 말했다.
"하이투자증권, 제34기 정기 주주총회 개최",2022-03-24 16:10,아이뉴스24,"이사회 내 ESG 위원회 신설하이투자증권은 24일 서울 은행회관 국제회의실에서 제34기 정기 주주총회를 개최했다고 밝혔다. 이날 주주총회에서 재무제표를 보고와 이사 선임 등 총 3가지 안건을 원안대로 결의했다.하이투자증권은 24일 서울 은행회관 국제회의실에서 제34기 정기 주주총회를 개최했다. [사진=하이투자증권]재무제표 주요 내용에는 2021년 연결기준 당기순이익 1천639억원과 상환전환우선주 1주당 60원의 현금배당이 포함됐다. 배당금 총액은 38억원이다. 앞서 하이투자증권은 지난해 12월 보통주 1주당 123원, 총 598억원의 중간배당을 실시했다.재임 중인 이사의 임기 만료 도래 등에 따라 사외이사 3명과 기타비상무이사 1명을 선임했다. 사외이사의 경우 이사회 내 투명성 강화를 위해 구성원 1인을 추가해 총 4인으로 확대 구성했다.감사위원이 되는 사외이사로 송형근, 이성동 이사를 신규 선임했다. 임기는 2년이다. 송 이사는 매일신문사 상무이사와 매일애드 대표이사를 역임했으며, 이 이사는 흥국자산운용 대표이사와 행정공제회 자산운용 부이사장을 역임하고 현재 DGB금융지주 사외이사로 재임 중이다. 최영호 이사는 임기 1년의 사외이사로 재선임됐다.하이투자증권은 기타비상무이사로 김영석 이사를 재선임했다. 김 이사는 현재 DGB금융지주 그룹경영관리총괄로 재직 중이며, 지난 2020년 3월 하이투자증권 기타비상무이사로 선임됐다. 임기는 1년이다.이밖에 하이투자증권은 정관변경을 통해 이사회 내 위원회로 ESG(환경·사회·지배구조)위원회를 신설했다. 하이투자증권 측은 ""ESG실무협의회를 운영하며 다양한 ESG활동을 진행해 왔으며 이번 ESG위원회 신설로 ESG 경영체계를 강화해 나갈 방침""이라고 밝혔다.홍원식 하이투자증권 대표이사는 ""지난해는 주요 사업부문의 호조에 따라 사상 최대 실적 기록은 물론, 3년 연속으로 사상 최대 실적을 갱신할 수 있었다""며 ""현재 진행 중인 자본확충을 마무리하고, 확보된 자본의 효율적 사용을 통해 최적화된 사업 포트폴리오 구축하고 외부 환경에 적극적이고 발 빠르게 대응해 수익을 확대해나가겠다""고 말했다."
"DL이앤씨, 100% 무상증자 결정",2022-03-24 16:10,헤럴드경제,"[헤럴드경제=증권부] DL이앤씨는 보통주와 기타주 각각 1주당 신주 1주를 배정하는 100% 무상증자를 결정했다고 24일 공시했다.신주 배정기준일은 4월 11일, 신주 상장예정일은 4월 28일이다."
[표]IPO장외 주요 종목 시세(3월 24일),2022-03-24 16:09,서울경제,[서울경제]
"‘쓱닷컴·마켓컬리·오아시스’ 이머커스 3대장, IPO 출격 시동",2022-03-24 16:08,파이낸셜뉴스,"[파이낸셜뉴스] 이커머스 플랫폼 빅(BIG) 3인 ‘쓱닷컴·마켓컬리·오아시스마켓’의 기업공개(IPO) 작업이 본격적으로 진행된다. 마켓컬리 운영사 컬리가 이달 상장예비심사 청구로 상장에 포문을 여는 가운데 향후 2개사도 하반기부터 시동을 걸 계획이다.■컬리, 이달 상장예비심사 청구24일 증권업계에 따르면 컬리는 조만간 공개되는 2021년 결산실적에 기반해 상장예비심사를 청구할 예정이다. 이달 말에 상장예비심사를 청구하고 기업공개까지 4개월 가량 소요되는 것을 고려하면 올 3·4분기쯤 IPO가 가능할 전망이다.업계에 따르면 마켓컬리 지난해 매출은 전년 대비 64% 증가한 1조5614억원을 기록했다. 거래액은 2조원 이상을 올렸다. 그러나 영업적자는 전년 대비 87% 늘어난 2177억원에 달했다. 이에 대해 회사 측은 물류 인프라 구축과 인력 충원에 의한 손실에 따른 것이라는 설명이다.투자은행(IB)업계 관계자는 “결산실적 오픈 시점에 맞춰 28일이 상장예비심사 청구가 유력하게 점쳐지고 있다”고 전했다.지난해 해외 상장을 준비했던 컬리가 국내로 선회한 가운데 상반기 상장마저도 하반기로 밀리면서 이번 상장은 반드시 성공해야 한다는 압박이 커지고 있다. 경쟁사인 SSG닷컴이 상장 '대어'로 주목 받고 있고 오아시스는 유일한 흑자 경영을 이어가고 있어 컬리의 마음은 조급한 상태다.업계는 컬리의 흥행 여부에 주목하고 있다. 쿠팡이 상장 직후 기업가치가 100조원까지 치솟았던 만큼 컬리의 기업가치도 덩달아 상승할 수 있을지 관심이 주목된다. 지난해 말 프리IPO를 통해 해외투자자로부터 2500억원 규모의 투자를 유치하며 4조원에 가까운 기업가치를 인정받았다. 업계는 상장 후 기업가치가 7조원이 될 것으로 추정하고 있다.다만 투자자들의 눈높이를 맞추기 위해서는 재무구조 개선이 필요하다는 목소리가 높다. 컬리의 영업적자는 2018년 337억원에서 2019년 1012억원, 2020년 1162억원으로 늘었다. 지속된 투자와 주거래 상품인 식품 재고를 관리하는 비용이 늘어나면서 적자 폭이 늘어나고 있는 상황이다. 쿠팡 사례와 같이 영업손실을 어떻게 줄여 나갈 것인지에 대한 대책 마련이 필요해 보인다는 지적이다.■오아시스, 연내 IPO오아시스마켓은 지난해 3570억원의 매출액을 달성, 2011년 창립 이래 최대 실적을 거뒀다. 상품군 확대, 새벽배송 지역 확대로 주문 건수가 전년 대비 150% 가량 증가한 것이 매출 상승 배경으로 거론됐다. 영업이익은 57억원으로 2020년 97억원 대비 41% 감소하긴 했으나, 지속 흑자 경영을 유지 중이다.지난 달 홈앤쇼핑으로부터 100억원 규모 투자를 유치할 당시 기업가치 1조200억원을 인정받았다. 오아시스마켓도 연내 IPO를 진행할 계획이다.다만 오아시스의 경우는 영업이익이 감소했고, 재고소진 등 온오프라인의 시너지가 한계에 부딪칠 수 있는 만큼 폐기율 관리와 물류 효율화 작업 등 과거와 다른 온라인 전략이 필요하다는 지적도 나오고 있다.쓱닷컴도 올해 기업공개를 앞두고 있다. 쓱닷컴 상장 시 '몸값'은 컬리보다 높은 10조원대에 이를 것으로 전망된다. 이는 모기업인 이마트 시가 총액 4조원과 신세계 시가 총액 2조3000억원을 뛰어넘는 규모다. 업계에서 쓱닷컴 상장 이후 신세계그룹의 성장 동력 자체가 오프라인에서 온라인으로 바뀔 수 있다는 분석이 나온다. 지난해 'W컨셉' 인수에 이어 이마트가 품에 안은 '이베이코리아(현 지마켓글로벌)'와의 시너지를 노려볼 수 있는 기반을 다지고 있는 상태다.한편 일각에선 업계 출혈 경쟁 심화와 글로벌 이커머스 기업들의 성장 둔화를 고려하면 IPO를 앞두고 시장에 조금 더 성장성을 보여줘야한다는 지적도 나온다.박종대 하나금융투자 연구원은 “각 업체들마다 밸류에이션 훼손 요인이 있다”며 “각 업체별로 이런 불확실성 요인에 대한 분명한 해명이나 해법이 부족할 경우 상장시 밸류에이션 훼손이 불가피해 보인다”고 전했다."
