제목,시간,언론사,본문
골재·철강 이어 시멘트까지…표준건축비 급등하나,2022-03-30 20:18,MBN,"【 앵커멘트 】우크라이나 사태의 장기화로 철강·골재에 이어 이번엔 시멘트 가격이 치솟고 있습니다.러시아에서의 수입이 막히며 재고가 급감하고 있는 건데, 줄줄이 원자재난이 벌어지면서 건축비 급등 우려가 커지고 있습니다.박규원 기자가 취재했습니다.【 기자 】서울의 한 레미콘 제조업체.운반 차량들이 주차장에 덩그러니 서 있습니다.주 원료인 시멘트의 재고가 부족해지고 가격이 급등하면서 일부 운행이 멈춘 겁니다.▶ 인터뷰 : 송흥호 / 레미콘 제조업체 대표- ""지금 시멘트 단가는 2월부터 한 18% 인상됐고요. 제가 레미콘 생활 30년 만에 이렇게 원자재가 폭등하는 것은 처음 봤습니다.""▶ 스탠딩 : 박규원 / 기자- ""이 시멘트 저장고는 최대용량이 450T인데 최근 공급이 부족해지면서 현재는 반 가량만 차있습니다.""시멘트의 원료가 되는 유연탄은 러시아에서 75%가 수입되는데, 거래가 중단되면서 국내 시멘트 재고량은 연초의 6분의 1 수준으로 떨어졌습니다.수입 차질로 철강·골재에 이어 시멘트까지 가격이 폭등하자 건설업계는 대책 마련을 촉구하고 나섰습니다.▶ 인터뷰 : 건설업계 관계자- ""정부에서 관심을 가지고 적극적으로 공사비 현실화라든가 조치를 해줘야 하고요. 적자가 누적이 되다 보면 공사를 중단할 수밖에 없는 그런 상황이….""정부도 호주 등으로 수입선을 다변화하기로 하는 등 대책 마련에 부심하고 있습니다.특히, 업계 요구대로 2016년 이후 동결됐던 표준건축비를 6년 만에 인상하는 방안도 신중히 검토 중입니다.하지만, 표준건축비를 상향 조정할 경우 분양가와 임대료 인상으로 이어질 수 있어 고민은 깊어질 전망입니다.MBN뉴스 박규원입니다.영상취재 : 배완호 기자영상편집 : 김민지#MBN #시멘트 #레미콘 #원자재 #표준건설비 #박규원기자"
"금융위, 새 자본시장특사경 31일 출범…증권범죄 대응 강화",2022-03-30 20:06,파이낸셜뉴스,"금융위원회 모습.© 뉴스1 /사진=뉴스1[파이낸셜뉴스]금융위원회 자본시장 특별사법경찰(특사경)이 31일부터 본격적으로 업무를 시작한다.금융위원회는 30일 '자본시장특사경 개편방안'에 따라 금융위 자본시장조사단 내 특사경팀을 설치하고 31일 업무를 본격 개시한다고 밝혔다.금융위는 자본시장 불공정거래에 대한 집행력을 강화하고자 지난해 12월 자본시장특사경의 직무범위 및 규모 확대 등 자본시장특사경 개편방안을 발표했다.이후 자본시장특별사법경찰 집무규칙제정, 특사경 지명(금융위 3, 금감원4) 등의 준비를 거쳤다. 금감원 자본시장특사경도 기존 10명에서 15명으로 확대됐다.금융위·금감원 특사경은 증권선물위원회가 검찰에 고발·통보하거나 증선위원장 긴급조치(패스트트랙) 사건 중 검사의 지휘를 거쳐 특사경에 배정된 사건을 우선적으로 수사한다.한국거래소의 심리결과 통보에 따른 조사 또는 금융위·금감원 공동조사를 통해 일정수준 조사가 이뤄진 사건 중 수사전환 필요성이 인정된 사건도 수사할 수 있다.특사경이 자체적으로 범죄혐의를 인지하는 사건은 수사업무의 특수성, 국민 법 감정 등을 고려해 금융위 소속 특사경만 수행하기로 했다.단 조사 중 수사가 전환된 사건이나 금융위 특사경이 자체 인지한 사건의 경우 자본시장특사경 수사심의위원회를 거쳐야 한다. 수사심의위원회는 자체인지 사건 등에 대한 무리한 수사개시를 방지하기 위해 사건의 긴급성 등 수사개시 필요성에 대한 사전 심의기능을 수행하는 내부통제장치다.수사심의위는 금융위 자본시장조사단장이 위원장을 맡으며 조사담당관(검사), 금융위 공정시장과장 또는 증선위 상임위원이 지정하는 4급 이상의 공무원, 금감원 부원장보 등으로 구성된다.금융위는 ""자본시장 질서유지 및 투자자 보호의 주무부처로서 관계기관간 긴밀한 협력을 통해 불공정거래 척결에 매진하겠다""며 ""특사경 체제 개편으로 혐의자 도주, 증거 인멸, 범죄 진행, 횡령 등의 우려가 있는 중대범죄 혐의가 발견되면 신속히 직접수사로 전환해 투자자 피해를 최소화하고 자본시장에 대한 신뢰를 높여갈 것""이라고 밝혔다."
"금융위 특사경 출범에 '옛 합수단' 부활까지?…금융권 ""나 떨고 있니?""",2022-03-30 20:01,한국일보,"금융위 자본시장 특별사법경찰 31일 업무 개시서울남부지검 '합수단' 부활 가능성도증권가 ""사정 칼 바람 불라"" 우려 목소리금융위원회인지 수사 권한을 가진 금융위원회 '자본시장 특별사법경찰'(특사경)이 31일 출범한다.과거 ‘여의도 저승사자’라 불렸던 서울남부지검 증권범죄합동수사단(합수단)의 부활 가능성이 점쳐지는 상황에서 '금융위 특사경'까지 공식 출범하자 금융권에선 “사정 칼바람이 부는 것 아니냐”는 우려 섞인 목소리도 나온다.금융위는 30일 금융위 자본시장조사단 내 특사경을 설치하고 다음 날부터 업무를 시작한다고 밝혔다. 특사경은 금융위 직원 3명과 금감원 직원 4명으로 구성된다.앞으로 특사경은 △증권선물거래위원회(증선위)의 검찰 고발·통보 사건 △증선위원장 긴급조치 사건 △조사 중 수사전환 사건 △자체 인지 사건 등을 수사할 예정이다. 다만 금융위는 인지 수사가 남용되는 것을 막기 위해 별도의 수사심의위원회를 두고 수사 개시 필요성을 사전 심의하기로 했다.증권가는 좌불안석이다. 특사경 출범 소식에 더해 합수단 부활 가능성까지 점쳐지고 있기 때문이다. 2013년 서울남부지검에 설치된 합수단은 금융위·금감원·한국거래소 등으로부터 파견인력을 받아 주가 조작·미공개 정보 이용 등 증권 관련 불공정거래 행위를 적발했다. 2016년 한미약품 지주회사 한미사이언스 임원을 자본시장과 금융투자업에 관한 법률 위반 혐의로 구속기소한 사건이 대표적이다.그러나 합수단은 2020년 1월 검찰개혁의 일환으로 해체됐다. 지난해 출범한 금융증권범죄수사협력단(협력단)이 합수단의 명맥을 잇긴 했지만, 비직제로 운영돼 인력 구성이 제한적이었고 직접 수사권이 없어 실효성이 떨어진다는 평가가 중론이었다. 이에 대검찰청은 24일 대통령직인수위원회에 협력단의 직제화 방안을 보고했다. 사실상 합수단 부활을 요청한 셈이다. 인수위는 현재 해당 사안을 긍정적으로 검토하고 있는 것으로 알려졌다.증권업계 관계자는 “수사기구가 늘어나는 만큼 수사대상 범위와 깊이도 확대될 것“이라며 “벌써부터 ‘라임·옵티머스 펀드 사태 등을 추가 수사하고, 이 과정에서 증권업계에 불똥이 튀는 것 아니냐’라는 우려의 목소리가 나오고 있다”고 말했다."
"거래소, 에디슨EV ‘주가조작’ 혐의 조사에 착수…상폐 위기 봉착",2022-03-30 19:48,파이낸셜뉴스,"[파이낸셜뉴스]에디슨모터스가 쌍용차 인수 대금 마련을 목적으로 인수했던 코스닥 상장사 에디슨EV(옛 쎄미시스코)가 상장폐지 위기에 처했다. 금융 당국이 코스닥 상장사인 에디슨EV의 ‘주가조작’ 혐의 조사에 착수했기 때문이다.30일 금융 당국에 따르면 최근 한국거래소는 에디슨EV 대주주의 주식 처분과 관련해 불공정거래 행위 등이 있는지 심리에 착수했다.이는 문제가 된 상장사의 주식 거래 동향 등 기본적인 데이터를 확인하고 불공정거래 등 주가조작 개연성이 있는지 확인하는 단계다. 주가조작 혐의가 짙다고 결론날 경우 금융위원회 자본시장조사단에 통보하게 된다. 사건을 접수한 자본시장조사단 혹은 금감원이 담당 국에 배당을 하고 본격 조사에 착수한다.그동안 에디슨모터스가 쌍용차를 인수하는 과정에서 증권가에서는 10배 이상 큰 회사를 사기 위해 조달한 자금 방식이 묘연하다는 지적이 속속 나왔다.에디슨모터스는 쌍용차 인수에 앞서 제3자 배정 유상증자 방식으로 에디슨EV의 지분 20%를 인수했다. 이 과정에서 지분 35%를 디엠에이치(DMH), 에스엘에이치(SLH), 노마드아이비, 아임홀딩스·스타라이트 등 5개 투자조합이 나눠 샀다. 이후 쌍용차를 호재로 에디슨EV 주가가 1500원대에서 1만원까지 뛰자 투자조합들은 주식을 팔고 나갔다. 이 자금이 쌍용차 계약금으로 쓰인 것으로 업계는 보고 있다.실제 지난해 5월만 해도 에디슨EV 주가는 1500원 대에 머물렀다가 지난해 11월 12일 55배인 8만2400원까지 치솟았다. 에디슨EV 대주주들은 이 기간 주식을 대부분 처분하고 차익 실현에 나서면서 이른바 ‘먹튀’ 논란이 빚어지기도 했다.투자조합 5곳의 지분율은 5월 말 기준 34.8%에서 8월 초 11.0%로 낮아졌다. DMH는 에디슨EV 보유 지분이 지난해 5월 30일 9.5%에서 한 달여 뒤인 7월 9일 0.96%에 불과했다. 비슷한 기간 아임홀딩스는 보유 지분 5.49%를 전량 처분했다.이들은 에디슨EV 지분을 38%까지 확보했는데 주당 1500~3000원에 사들인 주식을 연말까지 전량 매도한 것으로 전해진다. 매수 한 달 뒤인 6월부터 1만원 이상으로 급등하자 8월까지 3개월 동안 전체 지분 중 3분의 2인 23.8%를 집중 매도했다. 이후 에디슨EV 주가는 하락을 거듭해 지난해 9월 8일 6002원까지 떨어지기도 했다.이날 한국거래소 코스닥시장본부는 “에디슨EV는 전날 감사보고서 감사의견이 계속 기업존속능력에 대한 불확실성으로 인해 ‘의견 거절’이 나옴에 따라 동일 감사인의 사유 해소 확인서 제출 때까지 주권매매거래가 정지된다”고 밝혔다.에디슨모터스의 자회사인 에디슨EV는 4월 11일까지 감사인의 사유 해소에 대한 확인서를 제출해야 한다. 제출하지 않을 경우 상장폐지 사유에 해당한다. 거래소는 사유 해소 확인서 제출까지 에디슨EV의 거래 정지기간을 연장한다고 밝혔다.거래소는 에디슨EV 대주주의 주식 처분과 관련해 불공정거래 행위가 있었는지에 대한 심층 분석 작업을 통해 혐의가 있다고 판단되면 금융감독원에 통보할 예정이다.에디슨EV는 이와 함께 의료기기회사인 유앤아이 인수를 통해 이런 방법을 되풀이했다는 의혹도 사고 있다. 3자배정 신주 인수로 회사를 인수하면서 와이에스에이치홀딩스 아임홀딩스플러스조합 등 또 다른 투자조합이 최대주주로 올라섰고, 이후 전기차 사업 진출을 호재로 주가가 뛰자 다시 800억원 규모의 유상증자로 자금을 조달했다는 것이다.최근에는 7거래일째 상한가를 기록하고 있는 현대사료 역시 최근 524.59% 상승하면서 제2의 에디슨EV 사태가 나오는 것이 아니냐는 우려도 나온다. 이 곳은 곡물 가격이 상승해 사료 관련주의 실적이 개선될 것이라는 기대감에 두올물산(카나리아바이오)과의 합병 가능성까지 제기되지만 합병 무산, 임상 실패 등 변수가 존재해 주의해야 한다는 지적이 나온다."
"SK브로드밴드, 브로드밴드노원방송 흡수합병",2022-03-30 19:44,아시아경제,SK텔레콤은 종속회사 SK브로드밴드가 경영효율성 제고 및 사업경쟁력 강화를 위해 브로드밴드노원방송을 흡수합병한다고 30일 밝혔다.SK브로드밴드와 브로드밴드노원방송의 합병 비율은 1 대 0.5194947이다.
[가상자산 규제 풀리나] 얼마나 더 오를까… 비트코인 연중 최고치 `강세`,2022-03-30 19:24,디지털타임스,"가상화폐(가상자산) 대표주인 비트코인 가격이 최근 연중 최고치에 도달하는 등 반등세를 보이면서 가격 상승에 대한 기대감을 불러일으키고 있다.30일 가상자산거래소 업비트에 따르면 비트코인(BTC)의 개당 거래가격은 이날 오후 3시 기준 전일 대비 0.24% 하락한 5685만원에 거래되고 있다. 같은 시각 다른 국내 거래소인 업비트, 코인원, 코빗 등에서도 5600만원대 중후반에 거래가 이뤄지고 있다.비트코인은 최근 상승세를 이어가면서 올해 최고치를 기록했다. 블룸버그 통신에 따르면 지난 29일에는 글로벌 거래가격이 4만8215달러까지 상승하면서 올해 처음으로 4만8000달러대를 넘어섰다. 지난해 하반기 중 6만달러까지 치솟았지만, 이후 급락을 거듭하면서 지난 1월에는 3만달러까지 하락하기도 했다. 그러나 비트코인은 지난주 17% 반등세를 보이면서 강세를 보이고 있다.비트코인을 제외한 나머지 가상자산에서도 상승세가 이어지고 있다. 시가총액 규모 2위 가상화폐인 이더리움도 연초 300만원대로 하락했었지만, 비트코인과 마찬가지로 최근 상승하면서 다시 400만원대를 넘어섰다. 이더리움은 이날 같은 시각 407만원에 거래되고 있다. 또한 업비트 내 상장된 모든 가상자산을 추종하는 시장지수(UBMI, 2017년 10월 1일=1000)도 10533을 기록했다. 이는 지난 1월22일 중 8037까지 하락했던 것과 비교했을때 30% 이상 급증한 수치다.최근 대형 투자자들의 가상자산 대량 매수세 소식이 이어지면서 비트코인 강세론이 힘을 얻고 있다.비트코인 최대 보유기업인 마이크로스트래티지가 비트코인을 추가 매수하기 위해 2억500만달러(약 2500억원)를 차입했다고 비즈니스인사이더(BI)가 보도했다.마이클 세일러 마이크로스트래티지 최고경영자(CEO)는 ""대출 자본을 이용해 우리는 효과적으로 보유한 비트코인을 생산적인 담보로 탈바꿈시켰다""며 ""이를 통해 비즈니스전략을 더 수행할 수 있다""고 말했다. 지난 1월말 기준 마이크로스트래지는 12만5051개의 비트코인을 보유하고 있다.또한 가상화폐 회사 '테라폼 랩스'도 최근 비트코인을 대량으로 매집했다는 소식이 전해졌다. 테라폼 랩스 CEO인 권도형 씨가 지난 1월 말부터 10억달러(약 1조2200억원) 넘게 비트코인을 사들였다. 테라폼 랩스는 권씨와 소셜커머스 티몬을 창업한 신현성 씨가 2018년에 공동 설립한 회사다."
[표]아시아 주요 증시 동향(3월 30일),2022-03-30 19:22,서울경제,[서울경제]
"시스웍, 전상현·최재규 각자대표이사 체제로 변경",2022-03-30 19:17,이데일리,"[이데일리 김소연 기자] 시스웍(269620)은 전상현 대표이사 체제에서 전상현, 최재규 각자대표 체제로 변경됐다고 30일 공시했다."
원스토어·SK쉴더스 코스피 상장예비 심사 통과,2022-03-30 19:12,파이낸셜뉴스,"이재환 원스토어 대표가 지난해 8월 23일 온라인으로 열린 ‘원스토어 비전 선포 간담회’에서 발언하고 있다. / 사진=원스토어 제공[파이낸셜뉴스]한국거래소 유가증권시장본부는 원스토어 및 SK쉴더스 주권 상장예비심사 결과, 상장요건을 충족하고 있어 상장에 적격한 것으로 확정했다고 30일 밝혔다.지난 2016년 3월 설립된 원스토는 앱마켓 및 스토리컨텐츠 플랫폼 사업을 영위하는 회사다. 신청일 현재 최대주주 SK스퀘어 등이 지분 48.43%를 보유하고 있다. 지난해 3분기 별도재무제표 기준 영업수익 1479억원, 당기순손실 49억원을 기록했다.SK쉴더스는 2000년 6월 설립돼 보안서비스 사업을 영위하고 있다. 신청일 현재 최대주주 SK스퀘어가 63.1% 지분을 보유하고 있다. 작년 별도재무제표 기준 영업수익 1조2025억원, 당기순이익은 138억원이다.원스토어·SK쉴더스는 모두 SK스퀘어의 주력 자회사다. 2016년 출범한 원스토어는 국내 토종 애플리케이션 마켓으로 14분기 연속 최대 실적을 경신했다. 지난해 매출은 2142억원으로 전년 대비 38% 증가했다. 지난해 총거래액도 1조 1319억원을 기록하며 전년(8845억 원)보다 28% 성장했다. 증권가에서는 몸값을 2조 원대로 보고 있다.SK쉴더스는 SK인포섹이 전신이다. 에스원에 이어 보안 업계 2위였던 ADT캡스를 흡수합병했다."
"큐리어스파트너스, HSG성동조선 투자자금 회수",2022-03-30 19:04,매일경제,"투자 2년 만에 엑시트 성공…내부수익률 30% 상회성동조선은 금융기관 2500억 대출 성공사모펀드 운용사 큐리어스파트너스가 HSG성동조선에 투자한 지 2년 만에 자금을 회수했다. 성동조선은 금융기관으로부터 2500억원의 대출을 받는 데 성공했다. 성동조선이 기업구조조정 펀드와 손잡고 정상 기업으로 탈바꿈한 것은 업계에서 적지않게 회자되고 있다. 시장 참여자들이 중심이 된 기업 구조조정 사례라 볼 수 있기 때문이다.30일 투자은행(IB) 및 금융권에 따르면 큐리어스파트너스는 보유 중인 HSG성동조선 지분을 모두 매각했다. 앞서 큐리어스는 지난 2020년 HSG중공업과 컨소시엄을 꾸려 성동조선 경영권을 1500억원에 인수한 바 있다. 2년 만에 자금 회수를 성사시킨 것이다. 내부수익률은 30%를 소폭 넘는 수준인 것으로 알려져 있다.큐리어스가 지분을 매각한 건 HSG중공업의 콜옵션 행사에 따른 것이다. HSG중공업은 성동조선의 빠른 회복세를 보고 큐리어스 보유 지분을 전부 사들이기로 했다. 한편 HSG성동조선은 한 금융기관으로부터 2500억원의 대출을 받았다. 4년 전 법정관리를 신청했던 걸 감안하면 턴어라운드 속도가 상당히 빠르다고 볼 수 있다.HSG성동조선은 새로운 주인을 맞이한 뒤 사업 영역을 재편했다. 대형 선박을 제조하는 대신, 대형 블록을 외주 제작하는 데 주력했다. 전세계에서 높은 점유율을 차지 중인 국내 대형 조선3사(삼성중공업·한국조선해양·대우조선해양)의 아웃소싱을 사실상 전담하게 된 것이다. 성동조선은 실제로 삼성중공업으로부터 15척의 컨테이너선 반선(Half Ship) 건조 계약을 체결하기도 했다. 회사 측은 올 연말께 성동조선의 공장 가동률은 90% 이상일 것이라 전망하고 있다. 시장 관계자는 ""대형 블록 제작 비즈니스는 선박 제조에 비해 사업 모델이 안정적인 편이라 할 수 있다""며 ""선가와 후판 가격 변동, 환 위험 등에서 비교적 자유롭기 때문""이라고 배경을 설명했다.업계에선 HSG성도조선의 경영 정상화 사례에 주목하는 분위기다. 시장 참여자들이 주축이 된 구조조정 모델이라 볼 수 있어서다. 지난 10년동안 국책은행을 중심으로 구조조정 정책들이 잇따랐으나 유의미한 성과를 낸 경우는 드물었다.한편 큐리어스파트너스는 이번 자금 회수로 약 30.3%의 수익률(IRR 기준)을 거뒀다. 기업구조조정 투자 중에선 비교적 우수한 성과라는 게 업계의 중론이다. 펀드 출자자(LP) 업계에 따르면 큐리어스에서 이번 투자를 주도한 것은 김동영 팀장이다. 김 팀장은 거래 소싱부터 사업 전환을 위한 인수후통합작업(PMI)에 이르는 모든 과정을 사실상 이끌었다. 그는 한국자산관리공사(캠코)와 옥터스인베스트먼트 등을 거치며 기업구조조정 경험을 쌓아 왔다."
